3.229999781197039899e-01,1.852492886341357003e-01,7.815481885305226584e-01,1.241166066910973260e-02,3.592442115848180385e-03,-4.055789053021598978e-01,9.139687065829885659e-01,1.205659390926881042e-01,-3.565054441576651773e-03,-1.826611504679217027e-02,-8.719440851393787939e-02,-1.209919058368081821e-02,4.527319849006938152e-02,1.704395925186838745e-01,-3.214398420971440601e-02,-1.961368392271163330e-01,-8.719116258077347359e-02,-8.611289298923692492e-02,-8.197249278058250932e-02,-4.318656410264169743e-02,6.178685898473414324e-03,-4.835076999040582163e-02,1.205192793681703067e-01,1.583916841904100981e+00,7.905576405508994708e-02,1.490632594039172698e+00,-3.728723927946159256e-02,1.604303791725153749e-01,-1.763577179138385576e-02,3.119079760783541322e-01,-1.566190716027245466e+00,-3.058699195997533482e-01,1.529866701745847379e+00,7.999839445059765686e-02,1.823820799355913569e-01,1.081268030012506182e-03
3.277840249081409030e-01,1.695548890183189439e-01,7.758335051505573787e-01,6.894273238548432117e-03,-4.506135856434364054e-04,-4.038721810240964438e-01,9.147893349502651539e-01,1.628989907868320652e-01,3.115203385821425919e-02,7.825060234334546561e-03,-8.726699997731515723e-02,-1.007344119539352045e-01,-4.885757343244324924e-02,2.294062719055313948e-01,-1.197849867035019437e-02,-2.024354214076388991e-01,-8.726699997630080197e-02,-2.153183528967003435e-01,4.262744242575331952e-03,1.914598054423499035e-02,-1.254626533081116928e-02,4.114928563265391609e-02,-3.961485051975389277e-02,1.613050056794830489e+00,-8.540588485964600851e-02,1.519137917764632473e+00,-2.559467842383013614e-01,1.648792826315360616e-01,-1.407006920634120972e-01,5.820034308326594852e-01,-1.478558990346929614e+00,-5.500482499374959033e-01,1.565832617407729277e+00,4.627653630021915099e-01,2.120872740181250493e-01,2.114453035283893681e-02
3.249641289044005177e-01,1.701524672160145135e-01,7.759975873935928137e-01,3.584992534621862792e-03,5.738218709255154832e-04,-3.978436769740801848e-01,9.174460350607719361e-01,1.570548154842667243e-01,4.308754292035813643e-02,-4.438869023352999023e-04,-8.726699999999716628e-02,-9.276881988007233681e-02,-6.937197808625872320e-02,2.266953817263401560e-01,4.962711144501233754e-04,-1.950611175920189955e-01,-8.726699999999704138e-02,-1.760036386433502520e-01,1.847321924193557480e-02,4.527134127550232895e-03,-3.563893015109866752e-03,3.611409485574258726e-02,-5.534037051178795907e-02,1.588397583215955589e+00,-8.130825097984288596e-02,1.531259729260046498e+00,-2.947832159115756911e-01,2.283539262184073326e-01,-1.433216169256635031e-01,5.667283083639085284e-01,-1.461477807947724861e+00,-5.130273205143406345e-01,1.539927484580682071e+00,5.636271432447084173e-01,2.632703030763146046e-01,-7.512697872565639312e-02
3.215560196504348434e-01,1.737173312150986082e-01,7.759764998139585535e-01,4.327934421932041684e-03,6.331716643630998578e-03,-3.973921296891516630e-01,9.176168446629044961e-01,1.370967651556410372e-01,4.606279897609389523e-02,6.241728951794480243e-04,-8.726699999999998347e-02,-9.371706509606231306e-02,-5.999373395317880026e-02,2.067223656054669179e-01,4.795766297099073559e-03,-1.964657556840775920e-01,-8.726699999999998347e-02,-1.707874797308695514e-01,8.900951398428983211e-03,-6.020573814981351052e-03,6.463301813552577157e-05,1.866062881843539439e-02,1.503404418621013226e-02,1.576188110767352102e+00,-6.981927088143989255e-03,1.513863535389632364e+00,-2.371419905943660811e-01,2.061174118210800377e-01,-7.436479926031959453e-02,5.255917608899041138e-01,-1.468412106669616080e+00,-4.719789359736291101e-01,1.536474517983041022e+00,5.037781979499384999e-01,2.555168486672472206e-01,-1.433822471622828443e-01
3.197029032157378547e-01,1.764132808979636535e-01,7.761058637532095572e-01,6.105104797801482949e-03,1.085751587551785254e-02,-3.985304632046288154e-01,9.170705054369184817e-01,1.216400042966432893e-01,4.527497066618589583e-02,2.765941330015689315e-03,-8.726699999999999735e-02,-8.895346911297240255e-02,-5.424399336882209516e-02,1.902294512984749608e-01,3.834793896966099021e-03,-2.004507759670640099e-01,-8.726699999999999735e-02,-1.631119976819567219e-01,9.604038449869366223e-03,-4.295422024007270259e-03,-7.134090658151241021e-04,1.228617220321016196e-02,1.829232482788088407e-02,1.579110125788338870e+00,-5.031845764226230977e-03,1.512779587031466200e+00,-2.188202807369185043e-01,1.999304413035589700e-01,-6.777219666265146825e-02,5.235308402470205680e-01,-1.476892859116762047e+00,-4.651348197463649470e-01,1.541969504128228641e+00,4.902915742492260920e-01,2.442092715585692242e-01,-1.189227618892488569e-01
3.178897969083095965e-01,1.787065741709625843e-01,7.761705761739681186e-01,6.833460298886696177e-03,1.279887600032155424e-02,-3.998377462884117328e-01,9.164710956906801931e-01,1.127097578083583324e-01,4.460263643358484270e-02,1.408397719929264241e-03,-8.726699999999999735e-02,-8.247469606728598246e-02,-5.436246912762483785e-02,1.800777599159985864e-01,3.743473398851971182e-03,-1.993112051602737855e-01,-8.726699999999999735e-02,-1.541407735814936120e-01,1.036444236046170538e-02,7.028923099078494829e-05,-2.010032053580145667e-03,9.036145343407089858e-03,1.587565663106639026e-03,1.585502281457964457e+00,-2.581225480353110252e-02,1.517180482357118887e+00,-2.280989473182362948e-01,2.074985083035255640e-01,-9.520717325985147972e-02,5.304347475064232764e-01,-1.482121572660674458e+00,-4.641928253067080234e-01,1.546607653740990962e+00,5.064507688653036022e-01,2.431539664496073505e-01,-9.897208555896340465e-02
3.157235452672561560e-01,1.809061598993279008e-01,7.760324821147901453e-01,6.438166292861350129e-03,1.340357660454469420e-02,-4.016034848561787496e-01,9.156929262041749729e-01,1.082040977831219136e-01,4.596655681756944833e-02,2.231958282839160111e-03,-8.726699999999999735e-02,-8.195212880360519536e-02,-5.606994997169559986e-02,1.734776763434020541e-01,5.403772501531464191e-03,-1.959730512122982715e-01,-8.726699999999999735e-02,-1.482323194755109375e-01,1.059627888512130155e-02,1.691423741881144249e-03,-2.785859497373723709e-03,8.600410266752889915e-03,3.371890679561117231e-03,1.590636776342696068e+00,-2.711545258199177938e-02,1.518552295501686356e+00,-2.292060302324167020e-01,2.071258953853708507e-01,-1.015261188984297319e-01,5.178295122543489226e-01,-1.486960854340283689e+00,-4.507981335561953573e-01,1.546583481611063071e+00,5.113296802143728614e-01,2.443715321949900543e-01,-9.816698449893286604e-02
3.139699841693969762e-01,1.829874129097665003e-01,7.758678173389180754e-01,5.447818413540514437e-03,1.329159911462726718e-02,-4.030264170259852952e-01,9.150756044429911862e-01,1.059355686523265894e-01,4.766342395547884525e-02,5.328749572233388958e-03,-8.726699999999999735e-02,-8.204085207111881661e-02,-5.561737318879036995e-02,1.697820984246669052e-01,6.816830632295121060e-03,-1.934629511954707448e-01,-8.726699999999999735e-02,-1.430423786495520211e-01,1.301339375168187110e-02,2.817218717865893271e-03,-1.816338969587718080e-03,7.610657090710890027e-03,-3.460264000018484568e-03,1.590187088161994167e+00,-2.275128874822477526e-02,1.519291144216225353e+00,-2.199554170308913037e-01,2.049058020246326273e-01,-9.010643003098957327e-02,5.013617062040568451e-01,-1.490051860081470503e+00,-4.487672849972857980e-01,1.544452514353471972e+00,5.078152881560507037e-01,2.449289295419548873e-01,-1.021549539861050793e-01
3.126750678883454260e-01,1.846449384582186382e-01,7.760673732550213977e-01,4.436293198904442403e-03,1.290514957364627922e-02,-4.036460315568212720e-01,9.148134550964829304e-01,1.045951682799412946e-01,4.940131565248621903e-02,5.404413454912571427e-03,-8.726699999999999735e-02,-7.984905236296398201e-02,-5.524249136633425927e-02,1.677805522229710022e-01,7.747976174404376526e-03,-1.936871821712024544e-01,-8.726699999999999735e-02,-1.364387146771116610e-01,1.610077562335703386e-02,6.604191537860007108e-03,-2.051148883732806585e-03,2.908114228046182470e-03,-4.267485098561177997e-02,1.586507956120591922e+00,-3.784602290185733187e-02,1.518177090158099096e+00,-2.056488998896495446e-01,2.078586875149135149e-01,-8.330384796639857259e-02,4.919854455057739995e-01,-1.485688946588105130e+00,-4.520223465829613096e-01,1.542304105695669003e+00,5.181269485537808306e-01,2.447978695639284330e-01,-1.053367760445921009e-01
3.116128982559163707e-01,1.859830105505736464e-01,7.761662137494610425e-01,3.715502662291817609e-03,1.302914406630328870e-02,-4.030870075542036801e-01,9.150613644919467493e-01,1.018791113221100275e-01,5.080169294928848361e-02,1.216296174884310115e-03,-8.726699999999999735e-02,-7.726094837004457427e-02,-5.792470936876609189e-02,1.654153451903910554e-01,8.987081054598704960e-03,-1.945218036170393294e-01,-8.726699999999999735e-02,-1.319400774638379292e-01,1.626682520360036438e-02,1.209726273760502145e-02,-3.332910754435558856e-03,-2.377848387145001935e-03,-9.404353136303675309e-02,1.583144792638516041e+00,-6.374609306144249365e-02,1.515222718972646820e+00,-2.020393529598163984e-01,2.096591934225149889e-01,-8.286545535916398086e-02,4.926094388552612613e-01,-1.477726042283556751e+00,-4.442621253179106500e-01,1.543729588150669851e+00,5.210967585190834361e-01,2.449298678055219225e-01,-1.059582799776855461e-01
