8.556715477774840851e-04,-1.466690522677902356e-02,9.375012914423545007e-01,-5.149163930428342882e-03,2.472826100444704481e-02,6.159830502988060674e-01,7.873543553972968123e-01,-9.971395564637758335e-02,-4.018721383817758924e-02,-3.104322473630098667e-02,1.535257451336770607e-01,-2.044357258704831426e-01,8.708433486336265850e-02,-1.374026908334621544e-01,-8.358014466819299604e-02,4.426181479043850286e-02,1.824951221958827918e-01,-1.203066468588877697e-01,1.080102304705566202e-01,-4.179413483049974204e-02,-3.744305395279834414e-02,2.422633618667687783e-01,-3.906966258528493108e-01,1.197858844031141068e+00,0.000000000000000000e+00,-7.603400409819240091e-02,-2.870791229923854715e-01,4.762191792614856034e-01,1.208415575523892782e+00,0.000000000000000000e+00
8.098157977816493065e-04,-1.456015885309997274e-02,9.375320147254946335e-01,-5.568592993348341763e-03,2.512886586439918787e-02,6.154775037267815607e-01,7.877340752301461579e-01,-1.003391669736557468e-01,-3.980147654916751931e-02,-2.986687875789079127e-02,1.526437651472641321e-01,-2.041587993405233892e-01,8.744913611318325120e-02,-1.379746623468850186e-01,-8.338036598233404539e-02,4.416483313413111650e-02,1.812120637119950806e-01,-1.212882386984232563e-01,1.078330805109203316e-01,-4.326989659181291331e-02,-4.054964593756960056e-02,2.406652937179399321e-01,-3.894119894477454102e-01,1.202734315588860348e+00,0.000000000000000000e+00,-8.173007206823958148e-02,-2.855583677342464211e-01,4.823442498520375543e-01,1.213640014668957656e+00,0.000000000000000000e+00
7.605722727198663789e-04,-1.447453071194890195e-02,9.374968712405420401e-01,-5.705569803005235835e-03,2.520421883489453244e-02,6.149274536720900075e-01,7.881601490474542393e-01,-1.004248484294009286e-01,-3.947035998480098729e-02,-2.854280399276123981e-02,1.529028086724530111e-01,-2.056927531474712079e-01,8.800884503816197579e-02,-1.386211235768455285e-01,-8.304298029420917326e-02,4.473535988574143391e-02,1.819733325641238464e-01,-1.231726687034525591e-01,1.072392417513432089e-01,-4.418698301315075738e-02,-4.000785978226699402e-02,2.409295236726728962e-01,-3.897281510997842591e-01,1.202140809771965690e+00,0.000000000000000000e+00,-8.338114135872704002e-02,-2.859431022691881208e-01,4.860190975545628511e-01,1.213895562501538183e+00,0.000000000000000000e+00
7.317854807955541819e-04,-1.443723044961957649e-02,9.374627458097537502e-01,-5.947392129890948821e-03,2.537535959526643695e-02,6.147644922974508930e-01,7.882799874806677431e-01,-1.016928836704206890e-01,-3.913186629586107301e-02,-2.756508462052147113e-02,1.543507519761624924e-01,-2.061642994943513607e-01,8.834509059776321505e-02,-1.392457040469088914e-01,-8.274964916354755895e-02,4.492440494191055761e-02,1.821466790068222430e-01,-1.243197093992882141e-01,1.063628847376933972e-01,-4.438561398292243526e-02,-3.948579750514098763e-02,2.417330620044978451e-01,-3.913094626342963900e-01,1.199405009469662442e+00,0.000000000000000000e+00,-8.327416340381491033e-02,-2.861044227910715665e-01,4.868454334635482494e-01,1.212705960532931337e+00,0.000000000000000000e+00
7.049318494149433342e-04,-1.441396023170440216e-02,9.374002243531316392e-01,-6.387847528720359477e-03,2.580886820351760078e-02,6.151200887935807105e-01,7.879850087968556238e-01,-1.034076940572427605e-01,-3.890650141911902726e-02,-2.696897571307914354e-02,1.549960714182560262e-01,-2.069934746431510431e-01,8.876381720863055214e-02,-1.406652797844114566e-01,-8.263654081806265372e-02,4.481649954222904908e-02,1.827851652332364296e-01,-1.255294578428502728e-01,1.059871843695768534e-01,-4.443829816722069670e-02,-3.915663124662668859e-02,2.428820769969583515e-01,-3.947493238670216065e-01,1.195399316617295815e+00,0.000000000000000000e+00,-8.269460124378527621e-02,-2.864873518777845129e-01,4.892020789839479633e-01,1.211705401677117155e+00,0.000000000000000000e+00
6.691716777955031888e-04,-1.449212609483786253e-02,9.373844483267771421e-01,-6.465375313450564751e-03,2.597267718491860777e-02,6.152793438284906991e-01,7.878546490437726701e-01,-1.048703429731968340e-01,-3.907531539252463715e-02,-2.704874087031886032e-02,1.565245190104532780e-01,-2.059675394205346677e-01,8.928270730450736659e-02,-1.413630688251351353e-01,-8.269115382242889223e-02,4.500017438577284118e-02,1.832203267946480307e-01,-1.252976006983159141e-01,1.051536594286157089e-01,-4.451601623209565373e-02,-3.876426055250968561e-02,2.436151691596669111e-01,-3.965095047085175350e-01,1.192700910110618961e+00,0.000000000000000000e+00,-8.161164280601169996e-02,-2.868445820624357379e-01,4.898549489974671767e-01,1.209617666996415153e+00,0.000000000000000000e+00
6.199700853213186563e-04,-1.453624705906598515e-02,9.373142001473181439e-01,-6.513229769439268096e-03,2.614228709030195705e-02,6.152892120807518239e-01,7.878409383630089469e-01,-1.056538709710897334e-01,-3.917208367122715362e-02,-2.645629015717802790e-02,1.572714762316304304e-01,-2.066786544501700296e-01,8.939687365520590512e-02,-1.423975116991799961e-01,-8.271866494862144259e-02,4.557861977131722614e-02,1.844959925373260146e-01,-1.263857075855793766e-01,1.043526951124862795e-01,-4.539563771796298330e-02,-3.797129993135318904e-02,2.444394757097920756e-01,-3.977749268868271959e-01,1.190195961778325096e+00,0.000000000000000000e+00,-8.143338240899425373e-02,-2.873124459785518781e-01,4.896745065398078189e-01,1.207323614400461542e+00,0.000000000000000000e+00
5.383134564103562395e-04,-1.452541187203923445e-02,9.372690874200341193e-01,-6.680220120368207323e-03,2.648096491005019759e-02,6.152266748331787216e-01,7.878770663817332709e-01,-1.069516256947216498e-01,-3.935877314196718768e-02,-2.552331439656882472e-02,1.581983179760507174e-01,-2.067582290506104759e-01,9.083855635662699268e-02,-1.439337543201291147e-01,-8.282153217132773304e-02,4.633420414333382087e-02,1.857353165723089061e-01,-1.264800010610900860e-01,1.045078795756312073e-01,-4.623391274875765511e-02,-3.781435859215448447e-02,2.452897404483855015e-01,-4.031413361520166938e-01,1.188824925223276097e+00,0.000000000000000000e+00,-8.163003703409445200e-02,-2.873644143085603009e-01,4.916821966395812371e-01,1.207128285894795150e+00,0.000000000000000000e+00
4.553910366566034026e-04,-1.441235576651188344e-02,9.372156127967492534e-01,-6.963991102472026629e-03,2.687129445338339376e-02,6.146348250213490294e-01,7.883232003647360209e-01,-1.075790307004426544e-01,-3.926216295858612343e-02,-2.435298662870449826e-02,1.580160674495051099e-01,-2.080682880337734464e-01,9.117489156363145497e-02,-1.451392780238187630e-01,-8.264258607730681772e-02,4.761587669427069791e-02,1.858958137886701223e-01,-1.279186793033537106e-01,1.052161478181459914e-01,-4.751504746439723370e-02,-3.659664342312088370e-02,2.462016180909240570e-01,-4.067512684624703390e-01,1.187479373766315849e+00,0.000000000000000000e+00,-8.293151711280598304e-02,-2.875327776235774846e-01,4.927422571410308150e-01,1.207168798384746999e+00,0.000000000000000000e+00
4.165036755310316460e-04,-1.421305204466370709e-02,9.371456329487598547e-01,-7.241543695164992869e-03,2.730508846599149705e-02,6.141647394445520769e-01,7.886720896619712207e-01,-1.092041465262569566e-01,-3.947609436387752857e-02,-2.367288541486506359e-02,1.597852909914823372e-01,-2.092827499764091104e-01,9.328331699903250063e-02,-1.468194754595824880e-01,-8.246447211867968807e-02,4.913698125357025825e-02,1.869903841865497296e-01,-1.284833092540794419e-01,1.060595557547214240e-01,-4.851056003537183858e-02,-3.670844138695952830e-02,2.466921538805100789e-01,-4.104705728573349588e-01,1.188630459284874208e+00,0.000000000000000000e+00,-8.403560200758075638e-02,-2.881981190563379647e-01,4.920908575687698572e-01,1.206925751323888907e+00,0.000000000000000000e+00
4.826023401792978694e-04,-1.394962438031459133e-02,9.370909577606627572e-01,-7.603890816705823064e-03,2.792910300034093588e-02,6.140695573961472142e-01,7.887209422408810733e-01,-1.099430342087034385e-01,-3.956146847330917204e-02,-2.310229925272518081e-02,1.590019675997955406e-01,-2.105285656728588528e-01,9.315502835133665505e-02,-1.481441479813354334e-01,-8.270032583919639801e-02,4.929708308046342607e-02,1.872104165734136960e-01,-1.298817005339359398e-01,1.070195046378851073e-01,-4.902995322570326275e-02,-3.638724985283443847e-02,2.476528928449476252e-01,-4.116318944145133107e-01,1.186920136164924866e+00,0.000000000000000000e+00,-8.385249904745767369e-02,-2.888928329177020693e-01,4.918411743408619974e-01,1.205100006572115801e+00,0.000000000000000000e+00
6.182330634827285561e-04,-1.363697431313368007e-02,9.370766566353685434e-01,-7.834327120418854012e-03,2.839746330090847301e-02,6.138785500106677118e-01,7.888506406370241475e-01,-1.099738702693551923e-01,-3.951841704261820076e-02,-2.223138668513269245e-02,1.578518236142207876e-01,-2.110249405225529673e-01,9.292897352351527085e-02,-1.489073401291521326e-01,-8.280826923470033241e-02,4.958388502955531074e-02,1.871299966135136494e-01,-1.301290190622194642e-01,1.074969739932011836e-01,-4.947315479412316142e-02,-3.644701813271494784e-02,2.482370236712714839e-01,-4.117870809667151799e-01,1.186479842345216307e+00,0.000000000000000000e+00,-8.394649076209395600e-02,-2.892573805175889246e-01,4.902796186182858396e-01,1.204200287647614553e+00,0.000000000000000000e+00
8.553567640447042823e-04,-1.339381624230156706e-02,9.370891513084200763e-01,-7.596003112917351294e-03,2.871810719761017788e-02,6.131696481842220381e-01,7.893925218808015565e-01,-1.085108103069605118e-01,-4.010412759691298068e-02,-2.207633396509361967e-02,1.554951465070633088e-01,-2.107618038124484117e-01,9.325317137259536704e-02,-1.492655570891700811e-01,-8.309441169012696249e-02,5.065455477553704178e-02,1.876477814320262616e-01,-1.315998227384115316e-01,1.064686515264910149e-01,-5.050510507857773612e-02,-3.615694834875041869e-02,2.492356409793819172e-01,-4.126140042407662190e-01,1.188562995460778815e+00,0.000000000000000000e+00,-8.478081173877029253e-02,-2.898453678850693160e-01,4.924674877744299462e-01,1.203770750062227002e+00,0.000000000000000000e+00
1.096415592895701608e-03,-1.311655301607959900e-02,9.371636876520229587e-01,-7.287749161546007090e-03,2.857066050587131478e-02,6.123710081637242508e-01,7.900204772225591920e-01,-1.061182413769324318e-01,-4.009877305034371259e-02,-2.147048391154533775e-02,1.531993817150262838e-01,-2.098945100890365623e-01,9.437307709390699295e-02,-1.484357148041599017e-01,-8.283768719758179133e-02,5.213223880782247299e-02,1.871383783908829312e-01,-1.302442805448748575e-01,1.073548454673262237e-01,-5.163211961649979975e-02,-3.579573791461961724e-02,2.490124011003006232e-01,-4.110781908566006337e-01,1.190756634928585633e+00,0.000000000000000000e+00,-8.542437305271405323e-02,-2.898201799869765671e-01,4.906284044443199321e-01,1.203484305247424446e+00,0.000000000000000000e+00
1.386918907427527005e-03,-1.277806041340932321e-02,9.371908845248312359e-01,-7.331240306920373817e-03,2.905725481094920126e-02,6.115181251087341563e-01,7.906627040160119080e-01,-1.050119141876809103e-01,-4.019800184368577112e-02,-2.061220254825026077e-02,1.505975058842966841e-01,-2.095013672023443296e-01,9.435466563302090381e-02,-1.490816334236111651e-01,-8.268343050119136839e-02,5.403468414771076672e-02,1.868528000738899908e-01,-1.306196170087002006e-01,1.083128881188905046e-01,-5.337860036459259050e-02,-3.542477708001723347e-02,2.487824729127501577e-01,-4.117697332169415469e-01,1.193162786924295782e+00,0.000000000000000000e+00,-8.656611061913740968e-02,-2.898181930763166214e-01,4.914451085714364731e-01,1.202276272669949631e+00,0.000000000000000000e+00
1.694147798706937408e-03,-1.257635539926065145e-02,9.371785977964913750e-01,-6.451615848836370938e-03,2.866197796700836395e-02,6.108343920624628165e-01,7.912131275109373085e-01,-1.024122883173253229e-01,-4.062782383341844578e-02,-1.933943571781514270e-02,1.500170168144437655e-01,-2.088001355543013526e-01,9.481879389611731768e-02,-1.482304190420882239e-01,-8.291939223073586940e-02,5.577748362136329685e-02,1.887720324509061520e-01,-1.306160800389326027e-01,1.078755755544097833e-01,-5.496252919462631115e-02,-3.472460125098687789e-02,2.483424258822283792e-01,-4.139156880923280935e-01,1.195967316044516560e+00,0.000000000000000000e+00,-8.761507269903330564e-02,-2.891785627590389152e-01,4.914396508160396859e-01,1.202666249702952772e+00,0.000000000000000000e+00
1.909640577575481358e-03,-1.227750497002479992e-02,9.371845551340637348e-01,-6.175692384132526989e-03,2.844436824849142301e-02,6.101395683457255803e-01,7.917591084903362608e-01,-1.009617285460391450e-01,-4.045562918719624451e-02,-1.833953070483523851e-02,1.498788153367521803e-01,-2.089281075147905176e-01,9.570962190187128071e-02,-1.477548283730319434e-01,-8.233941928253531162e-02,5.798101162874501335e-02,1.895593376201231695e-01,-1.306666065729833737e-01,1.087171862584985632e-01,-5.633077052606002416e-02,-3.442558579015626841e-02,2.478968270303551491e-01,-4.160222052073797583e-01,1.198804893794178428e+00,0.000000000000000000e+00,-8.847365331591100501e-02,-2.889240463385016611e-01,4.931913384859711313e-01,1.203049101075628569e+00,0.000000000000000000e+00
2.120844030942820556e-03,-1.195825535596784471e-02,9.372153527792717043e-01,-5.831433858171390303e-03,2.848681099153014401e-02,6.097234886683916555e-01,7.920806545704396351e-01,-9.916627016475934586e-02,-4.078661098675571972e-02,-1.754165791712573863e-02,1.480930289645379927e-01,-2.080203390238074823e-01,9.583345351334277007e-02,-1.473291339157820901e-01,-8.294399525570778087e-02,5.764987047451030494e-02,1.900843581012260364e-01,-1.307427928648439708e-01,1.093155960091679729e-01,-5.737156167942993046e-02,-3.364191879434131477e-02,2.475463154753408945e-01,-4.174543012537578202e-01,1.199648544999140976e+00,0.000000000000000000e+00,-8.858038344864579972e-02,-2.884045696489086485e-01,4.928029727314879316e-01,1.202426077853246067e+00,0.000000000000000000e+00
2.229356040459277034e-03,-1.162861345308973705e-02,9.371675721047798557e-01,-5.586314942286459140e-03,2.840240742662582946e-02,6.093217189663038269e-01,7.923945602625537266e-01,-9.862572191317425796e-02,-4.091921336814697413e-02,-1.653445033762966643e-02,1.490470093660951345e-01,-2.082645312170039176e-01,9.667213092034318556e-02,-1.475026162942245922e-01,-8.295600265912747573e-02,5.876397542747183178e-02,1.917310678538340640e-01,-1.304747388146694498e-01,1.100060088949750547e-01,-5.837974634345090980e-02,-3.319202484078321441e-02,2.470648698495603313e-01,-4.179049559960720250e-01,1.201029024909835430e+00,0.000000000000000000e+00,-8.879838751059139501e-02,-2.885188096672671176e-01,4.921302876648713243e-01,1.202134970676024039e+00,0.000000000000000000e+00
